timestamp_ns,timestamp_sec,relative_to_start_sec,px,py,pz,qx,qy,qz,qw,frame_id,child_frame_id,valid
2170000000,2.170000000,-33.593,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2180000000,2.180000000,-33.583,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2190000000,2.190000000,-33.573,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2200000000,2.200000000,-33.563,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2210000000,2.210000000,-33.553,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2220000000,2.220000000,-33.543,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2230000000,2.230000000,-33.533,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2240000000,2.240000000,-33.523,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2250000000,2.250000000,-33.513,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2260000000,2.260000000,-33.503,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2270000000,2.270000000,-33.493,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2280000000,2.280000000,-33.483,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2290000000,2.290000000,-33.473,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2300000000,2.300000000,-33.463,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2310000000,2.310000000,-33.453,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2320000000,2.320000000,-33.443,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2330000000,2.330000000,-33.433,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2340000000,2.340000000,-33.423,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2350000000,2.350000000,-33.413,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2360000000,2.360000000,-33.403,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2370000000,2.370000000,-33.393,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2380000000,2.380000000,-33.383,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2390000000,2.390000000,-33.373,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2400000000,2.400000000,-33.363,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2410000000,2.410000000,-33.353,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2420000000,2.420000000,-33.343,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2430000000,2.430000000,-33.333,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2440000000,2.440000000,-33.323,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2450000000,2.450000000,-33.313,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2460000000,2.460000000,-33.303,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2470000000,2.470000000,-33.293,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2480000000,2.480000000,-33.283,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2490000000,2.490000000,-33.273,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2500000000,2.500000000,-33.263,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2510000000,2.510000000,-33.253,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2520000000,2.520000000,-33.243,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2530000000,2.530000000,-33.233,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2540000000,2.540000000,-33.223,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2550000000,2.550000000,-33.213,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2560000000,2.560000000,-33.203,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2570000000,2.570000000,-33.193,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2580000000,2.580000000,-33.183,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2590000000,2.590000000,-33.173,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2600000000,2.600000000,-33.163,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2610000000,2.610000000,-33.153,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2620000000,2.620000000,-33.143,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2630000000,2.630000000,-33.133,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2640000000,2.640000000,-33.123,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2650000000,2.650000000,-33.113,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2660000000,2.660000000,-33.103,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2670000000,2.670000000,-33.093,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2680000000,2.680000000,-33.083,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2690000000,2.690000000,-33.073,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2700000000,2.700000000,-33.063,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2710000000,2.710000000,-33.053,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2720000000,2.720000000,-33.043,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2730000000,2.730000000,-33.033,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2740000000,2.740000000,-33.023,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2750000000,2.750000000,-33.013,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2760000000,2.760000000,-33.003,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2770000000,2.770000000,-32.993,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2780000000,2.780000000,-32.983,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2790000000,2.790000000,-32.973,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2800000000,2.800000000,-32.963,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2810000000,2.810000000,-32.953,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2820000000,2.820000000,-32.943,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2830000000,2.830000000,-32.933,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2840000000,2.840000000,-32.923,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2850000000,2.850000000,-32.913,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2860000000,2.860000000,-32.903,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2870000000,2.870000000,-32.893,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2880000000,2.880000000,-32.883,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2890000000,2.890000000,-32.873,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2900000000,2.900000000,-32.863,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
2910000000,2.910000000,-32.853,0.0,0.0,1.5,0.0,0.0,0.0,1.0,world,,True
