plot,panel,series,source,row,x_column,y_column,x,y
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,22,gt_x_m,gt_y_m,0.5447720852221188,0.008643641132867301
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,23,gt_x_m,gt_y_m,0.5518763851646473,0.021301199802757985
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,24,gt_x_m,gt_y_m,0.5625022231447319,0.04024823516644873
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,25,gt_x_m,gt_y_m,0.5762435632236776,0.0647625962324403
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,26,gt_x_m,gt_y_m,0.5922940188255347,0.09340549420564276
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,27,gt_x_m,gt_y_m,0.6095794273988039,0.12425884012260635
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,28,gt_x_m,gt_y_m,0.6268903724388234,0.15516236876483935
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,29,gt_x_m,gt_y_m,0.6430147019349027,0.1839506300743559
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,30,gt_x_m,gt_y_m,0.6568700716787249,0.20868991046581167
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,31,gt_x_m,gt_y_m,0.6676365266557568,0.22791512813135412
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,32,gt_x_m,gt_y_m,0.6748891234573104,0.24086673065390463
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,33,gt_x_m,gt_y_m,0.6787305904256798,0.24772761081100397
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,34,gt_x_m,gt_y_m,0.6799240190894561,0.24986004743270315
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,35,gt_x_m,gt_y_m,0.679923591637713,0.2499888566150843
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,36,gt_x_m,gt_y_m,0.6785076907154345,0.2507782269116822
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,37,gt_x_m,gt_y_m,0.6737584226025986,0.25342443562273853
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,38,gt_x_m,gt_y_m,0.6646488260508185,0.25849494937099027
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,39,gt_x_m,gt_y_m,0.6510108873584297,0.2660811283690674
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,40,gt_x_m,gt_y_m,0.6333640452211305,0.2758932747676676
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,41,gt_x_m,gt_y_m,0.6233454483513239,0.28146271109517845
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,42,gt_x_m,gt_y_m,0.6017417408297281,0.2934705249551166
aligned_trajectory_vs_gt,x_m_y_m,gt_,aligned_trajectory.csv,43,gt_x_m,gt_y_m,0.5793123706679474,0.30593533107624726
